Company_Name,Sector,Funding_round,Amount_raised,Sub-sector,Source Website
aPriori,Industrial,Series E,$28MM,Industrial Software,https://forgeglobal.com/search-companies/?page=30
Aptera Motors,Transportation,Series B-1-A,$709 126.80,Electric Vehicles,https://forgeglobal.com/search-companies/?page=35
Aptible,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=111
Aptos Labs,Fintech,Series A,$125MM,Blockchain,https://forgeglobal.com/search-companies/?page=27
Apttus,Enterprise Software,Series E-1,$75MM,Business Operations,https://forgeglobal.com/search-companies/?page=168
AQEMIA,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=159
Aqtual,Healthcare,--,--,Healthcare Software,https://forgeglobal.com/search-companies/?page=159
Aqua Security,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=61
Aquabyte,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=125
Aquant,Enterprise Software,Series C,$70MM,Business Operations,https://forgeglobal.com/search-companies/?page=137
Aragen Life Sciences,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=86
ArangoDB,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=142
Aras,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=45
Arbol,Fintech,Series B-1,$56.87MM,Insurance,https://forgeglobal.com/search-companies/?page=3
Arbor Biotechnologies,Healthcare,Series C-2,$26.09MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=7
Arc,Transportation,Series C-1,$37.92MM,Electric Vehicles,https://forgeglobal.com/search-companies/?page=36
Arcadia,Energy,Series E-1,$49.1MM,Clean Energy,https://forgeglobal.com/search-companies/?page=57
Arccos Golf,Consumer & Lifestyle,--,--,Entertainment,https://forgeglobal.com/search-companies/?page=176
Arcee AI,Enterprise Software,--,--,Software Development,https://forgeglobal.com/search-companies/?page=98
Arcellx,Healthcare,Series C,$120MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=120
Arch,Enterprise Software,Series B,$52MM,Business Operations,https://forgeglobal.com/search-companies/?page=137
Archy,Healthcare,--,--,Healthcare Software,https://forgeglobal.com/search-companies/?page=86
Arctic Wolf,Enterprise Software,Series F-1,$75MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=9
Arena AI,Enterprise Software,Series A-3,$150MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=104
Arena Club,Consumer & Lifestyle,--,--,Entertainment,https://forgeglobal.com/search-companies/?page=61
Arena.AI,Enterprise Software,Series B,$30MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=55
Areteia Therapeutics,Healthcare,Series A-1,$180MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=104
Argo AI,Transportation,--,--,Autonomous Vehicles,https://forgeglobal.com/search-companies/?page=98
Argyle,Enterprise Software,Series C,$30MM,Human Resources,https://forgeglobal.com/search-companies/?page=76
Arine,Healthcare,Series C,$30MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=171
Arist,Education,--,--,Other Education,https://forgeglobal.com/search-companies/?page=159
Arize AI,Enterprise Software,Series C,$54.87MM,Business Operations,https://forgeglobal.com/search-companies/?page=8
Arkose Labs,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=50
Armada AI,Enterprise Software,Series A,$50MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=34
Armis,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=37
Armor,Enterprise Software,Series F,$118.45MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=108
Armory,Enterprise Software,--,--,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=142
Arqit,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=142
Arrakis Therapeutics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=159
Array,Fintech,--,--,Personal Finance,https://forgeglobal.com/search-companies/?page=34
Arrcus,Enterprise Software,Series D,$58.1MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=40
ARRIS,Industrial,Senior Series C-1,$27.31MM,Materials,https://forgeglobal.com/search-companies/?page=97
Arrive AI,Industrial,--,--,Logistics,https://forgeglobal.com/search-companies/?page=142
Arrived,Real Estate,Series B,$25MM,Other Real Estate,https://forgeglobal.com/search-companies/?page=68
ARS Pharmaceuticals,Healthcare,Series D,$55MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=96
ArsenalBio,Healthcare,Series C,$327.5MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=27
Art.com,Consumer & Lifestyle,--,--,E-commerce,https://forgeglobal.com/search-companies/?page=111
Artera,Healthcare,Series D,$20MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=153
ArteraAI,Healthcare,Series Seed-3,$82.82MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=40
Arthrosi Therapeutics,Healthcare,Series E,$148.1MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=154
Arthur,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=30
Articul8 AI,Enterprise Software,Series B-1,$23.29MM,Productivity,https://forgeglobal.com/search-companies/?page=153
Articulate,Education,--,--,Education Software,https://forgeglobal.com/search-companies/?page=86
Artory,Fintech,--,--,Blockchain,https://forgeglobal.com/search-companies/?page=159
Artsy,Consumer & Lifestyle,Series AA,$32.8MM,E-commerce,https://forgeglobal.com/search-companies/?page=30
Aryaka,Enterprise Software,Series F,$65MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=33
Asana,Enterprise Software,Series E-1,$25.5MM,Productivity,https://forgeglobal.com/search-companies/?page=57
Asapp,Enterprise Software,Series D,$125MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=43
Ascend Elements,Industrial,Series D,$657.9MM,Materials,https://forgeglobal.com/search-companies/?page=16
Ashby,Enterprise Software,Series D,$50MM,Human Resources,https://forgeglobal.com/search-companies/?page=17
Asher Biotherapeutics,Healthcare,Series C,$55MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=94
Asimov,Healthcare,Series B,$175MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=81
Aspire,Fintech,--,--,Fintech Software,https://forgeglobal.com/search-companies/?page=68
Assembled,Enterprise Software,Series B,$51.02MM,Productivity,https://forgeglobal.com/search-companies/?page=59
Assembly,Enterprise Software,--,--,Human Resources,https://forgeglobal.com/search-companies/?page=142
AssemblyAI,Enterprise Software,Series C-1,$30.19MM,Software Development,https://forgeglobal.com/search-companies/?page=106
AssetWatch,Enterprise Software,Series C,$75.05MM,Other Enterprise Software,https://forgeglobal.com/search-companies/?page=54
Assort Health,Healthcare,Series B,$50MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=118
Assured,Fintech,Series B,$23.35MM,Insurance,https://forgeglobal.com/search-companies/?page=39
Astera Labs,Technology Hardware,Series D,$150MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=12
Astra Space,Industrial,--,--,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=23
Astranis,Technology Hardware,Series E,$250MM,Communications Equipment,https://forgeglobal.com/search-companies/?page=12
Astronomer,Enterprise Software,Series D,$93.6MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=13
At-Bay,Fintech,Series D-1,$16.03MM,Insurance,https://forgeglobal.com/search-companies/?page=32
Ataccama,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=142
Athelas,Healthcare,Series B-2,$60MM,Digital Health,https://forgeglobal.com/search-companies/?page=48
Athena Club,Consumer & Lifestyle,Series A-1,$6.61MM,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=74
Ather Energy,Transportation,--,--,Electric Vehicles,https://forgeglobal.com/search-companies/?page=61
Athletic Brewing,Consumer & Lifestyle,--,--,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=50
Atia Vision,Healthcare,--,--,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=176
Atlan,Enterprise Software,--,--,Data Management / Storage,https://forgeglobal.com/search-companies/?page=41
Atlas,Enterprise Software,--,--,Human Resources,https://forgeglobal.com/search-companies/?page=45
Atlas Card,Fintech,Series B-3,$12.5MM,Lending,https://forgeglobal.com/search-companies/?page=96
Atmosphere,Consumer & Lifestyle,Series D,$65MM,Media,https://forgeglobal.com/search-companies/?page=117
AtoB,Fintech,Series C-2,$19.44MM,Payments,https://forgeglobal.com/search-companies/?page=44
Atom Computing,Technology Hardware,Series C-1,$181.69MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=10
Atom Power,Energy,Series C-1,$100MM,Energy Efficiency,https://forgeglobal.com/search-companies/?page=85
AtomBeam,Enterprise Software,,,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=15
Atomic Machines,Industrial,--,--,Robotics,https://forgeglobal.com/search-companies/?page=77
Atrium,Consumer & Lifestyle,--,--,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=98
AttackIQ,Enterprise Software,Series C,$30.76MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=76
Attentive,Enterprise Software,Series E,$470.1MM,Sales & Marketing / Adtech,https://forgeglobal.com/search-companies/?page=4
AttoTude,Enterprise Software,Series B,$50MM,Data Management / Storage,https://forgeglobal.com/search-companies/?page=107
Attovia,Healthcare,Series C,$90MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=95
Attralus,Healthcare,Series B,$172.6MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=33
AuditBoard,Enterprise Software,Series B-1,$19.94MM,Business Operations,https://forgeglobal.com/search-companies/?page=50
Augment,Enterprise Software,Series B,$227MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=19
Augment,Enterprise Software,Series A,$75MM,Business Operations,https://forgeglobal.com/search-companies/?page=94
Augmented Intelligence (AUI),Enterprise Software,Series A-3,$6.42MM,Communication & Collaboration Software,https://forgeglobal.com/search-companies/?page=172
Augur,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=68
Augury,Industrial,Series F,$75MM,Manufacturing,https://forgeglobal.com/search-companies/?page=15
Aumni,Fintech,Series B Voting,$28.07MM,Fintech Software,https://forgeglobal.com/search-companies/?page=110
Aura,Enterprise Software,--,--,Cybersecurity,https://forgeglobal.com/search-companies/?page=34
Aura Biosciences,Healthcare,Series E,$80.48MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=61
Aura Financial,Enterprise Software,Series D,$50.03MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=157
Auris Health,Healthcare,Series D-1,$220.42MM,Medical Devices,https://forgeglobal.com/search-companies/?page=80
Aurora Innovation,Transportation,--,--,Autonomous Vehicles,https://forgeglobal.com/search-companies/?page=37
Aurora Solar,Energy,Series D,$200MM,Clean Energy,https://forgeglobal.com/search-companies/?page=71
Auterion,Enterprise Software,,,Business Operations,https://forgeglobal.com/search-companies/?page=15
Auth0,Enterprise Software,Series F,$120.47MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=71
AutoFi,Consumer & Lifestyle,Series C,$54MM,E-commerce Software,https://forgeglobal.com/search-companies/?page=93
Autograph,Fintech,Series C-5,$70.49MM,Blockchain,https://forgeglobal.com/search-companies/?page=53
AutoGrid,Energy,Series D-2,$85MM,Clean Energy,https://forgeglobal.com/search-companies/?page=156
Automation Anywhere,Enterprise Software,Series B,$174MM,Productivity,https://forgeglobal.com/search-companies/?page=6
Automattic,Consumer & Lifestyle,--,--,Social,https://forgeglobal.com/search-companies/?page=55
Automox,Enterprise Software,Series C,$110.25MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=24
Autotalks,Technology Hardware,--,--,Computing Hardware,https://forgeglobal.com/search-companies/?page=176
Ava Labs,Fintech,Series A,$60MM,Blockchain,https://forgeglobal.com/search-companies/?page=40
Avail,Healthcare,Series B,$100MM,Healthcare Providers & Services,https://forgeglobal.com/search-companies/?page=173
Avant,Fintech,--,--,Digital Banking,https://forgeglobal.com/search-companies/?page=55
AvantStay,Consumer & Lifestyle,Series C-1,$131.34MM,Travel & Hospitality,https://forgeglobal.com/search-companies/?page=54
Avathon,Enterprise Software,Series D,$123MM,Data Intelligence,https://forgeglobal.com/search-companies/?page=38
Aven,Fintech,Series E-1,$98.67MM,Personal Finance,https://forgeglobal.com/search-companies/?page=32
Aventon,Transportation,--,--,Electric Vehicles,https://forgeglobal.com/search-companies/?page=69
Avenue One,Real Estate,--,--,Real Estate Software,https://forgeglobal.com/search-companies/?page=142
Avenzo Therapeutics,Healthcare,Series B,$47.23MM,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=82
Aviatrix,Enterprise Software,Series E,$200MM,Cloud / Networking Infrastructure,https://forgeglobal.com/search-companies/?page=6
Aviceda Therapeutics,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=159
Avidbots Corp.,Technology Hardware,--,--,Other Technology Hardware,https://forgeglobal.com/search-companies/?page=86
Avidbots Corp.,Technology Hardware,--,--,Other Technology Hardware,https://forgeglobal.com/search-companies/?page=142
Avina Clean Hydrogen,Energy,Series B,$41.44MM,Clean Energy,https://forgeglobal.com/search-companies/?page=120
Avitide,Healthcare,--,--,Biotech & Pharma,https://forgeglobal.com/search-companies/?page=159
Avochato,Consumer & Lifestyle,--,--,Social,https://forgeglobal.com/search-companies/?page=176
Awardco,Enterprise Software,Series B,$165MM,Productivity,https://forgeglobal.com/search-companies/?page=43
Away,Consumer & Lifestyle,Series D,$100MM,Travel & Hospitality,https://forgeglobal.com/search-companies/?page=81
Axiado Corporation,Technology Hardware,--,--,Computing Hardware,https://forgeglobal.com/search-companies/?page=77
Axial Networks,Fintech,--,--,Other Fintech,https://forgeglobal.com/search-companies/?page=159
Axiom,Enterprise Software,--,--,Data Intelligence,https://forgeglobal.com/search-companies/?page=45
Axiom AI,Education,Series A Prime,$128.18MM,Education Software,https://forgeglobal.com/search-companies/?page=42
Axiom Global,Consumer & Lifestyle,--,--,Other Consumer & Lifestyle,https://forgeglobal.com/search-companies/?page=176
Axiom Space,Industrial,Series C,$242.26MM,Aerospace & Defense,https://forgeglobal.com/search-companies/?page=5
aXiomatic,Consumer & Lifestyle,--,--,Gaming,https://forgeglobal.com/search-companies/?page=111
AXIOS,Consumer & Lifestyle,Series D,$84.26MM,Entertainment,https://forgeglobal.com/search-companies/?page=94
Axoni,Fintech,Series BSD,$4.5MM,Blockchain Software,https://forgeglobal.com/search-companies/?page=140
Axonius,Enterprise Software,Series E-2,$80.48MM,Cybersecurity,https://forgeglobal.com/search-companies/?page=20
Axtria,Healthcare,Series E,$100.1MM,Healthcare Software,https://forgeglobal.com/search-companies/?page=48
Ayar Labs,Technology Hardware,Series E,$375MM,Computing Hardware,https://forgeglobal.com/search-companies/?page=2
